load,collision_rate,delivery_ratio,latency_norm,queue_occupancy,cw_min_norm,mult_norm,action_cw_min,action_cw_max,action_aifs,action_txop,reward,next_load,next_collision_rate,next_delivery_ratio,next_latency_norm,next_queue_occupancy,next_cw_min_norm,next_mult_norm,done
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.080564,-0.600000,-0.313725,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-0.200000,0.313725,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,-1.000000,-0.647059,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.440832,-0.200000,0.980392,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.791873,0.200000,-0.705882,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.598179,1.000000,0.176471,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.863991,1.000000,-0.627451,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.641026,0.200000,-0.254902,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.405722,-1.000000,0.901961,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.949648,1.000000,0.254902,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0.491071,0.103314,0.600000,-0.352941,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,0.491071,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-0.200000,-0.019608,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.460424,-0.600000,-0.098039,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,0.600000,-0.784314,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.650149,0.600000,-0.568627,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-0.200000,-0.941176,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.000000,-0.200000,-0.137255,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
